index,text,expected,predicted,tier1_conf,tier_used,correct
63,"A pop-up just appeared on my desktop saying our main firewall has stopped working and all our network traffic is now completely exposed to the internet. I don't know what to do so I left my computer alone, but someone needs to look at this right away.",Security,Network,0.29807,2,False
64,"I received an email from what looked like our IT department telling me my account was flagged for suspicious activity and asking me to verify my identity by entering my credentials on a page linked in the message. I typed everything in before I realized the web address looked completely wrong, and now I'm terrified someone is going to access my account.",Security,Security,0.421802,2,True
65,"I just got an email from someone claiming to be our chief executive asking me to secretly buy a bunch of gift cards for an urgent client meeting, and it feels really off. Can someone check if this is a legitimate request or a scam?",Security,Security,0.237431,2,True
66,"I plugged in my work phone to charge using one of those public USB ports at the airport yesterday, and now apps are opening and closing by themselves while my battery drains super fast. I am really worried someone might have stolen my data.",Security,Security,0.261741,2,True
67,A bunch of new programs I never installed just appeared on my desktop and my antivirus keeps flashing warnings about malicious software trying to steal my data.,Security,Database,0.564966,1,False
68,"I just got a notification on my screen saying my work laptop's security shield is completely turned off and my hard drive is now publicly exposed. I am really panicked that someone is stealing our company files right now, what should I do?",Security,Storage,0.218277,2,False
69,I received an email from an unknown sender claiming our building security system is failing and demanding I update my access badge through an external link. It looks really suspicious and I am worried about clicking it.,Security,Security,0.427455,2,True
70,"My screen suddenly went totally blank and when it came back on, all my recent documents were gone and a weird text file opened up demanding money. I am terrified to touch my keyboard right now.",Security,Storage,0.22592,2,False
71,"I got an alert on my phone saying someone tried to log into my work account from another country in the middle of the night, and I definitely wasn't awake. Is someone trying to break into our system?",Security,Security,0.301503,2,True
72,"When I try to run our monthly sales trends, it just sits there loading forever until a pop-up says it lost contact with the stored data records.",Database,Database,0.807141,1,True
73,"When I try to look up our client history records from last year, the screen just freezes and says it cannot talk to the main information storage area.",Database,Database,0.455358,2,True
74,"When I try to pull up our old inventory numbers from three months ago, the whole screen just spins forever and eventually says it lost contact with the stored data records.",Database,Database,0.806958,1,True
75,"When I try to pull up our member sign-up records from last quarter, the screen just spins for a long time and then says it can't reach the place where all the historical numbers are kept.",Database,Database,0.655904,1,True
76,"When I try to run the regional sales report, it takes forever to load and then tells me it lost the connection to where all the historical numbers are kept.",Database,Database,0.345606,2,True
77,"When I try to run the yearly client review report, the screen just sits there frozen for twenty minutes before saying it can't reach the place where all the historical numbers are kept.",Database,Database,0.483727,2,True
78,"When I try to run our department performance report, it just hangs on a blank screen for a long time and then says the system cannot find the stored data records it needs to finish.",Database,Database,0.579618,1,True
79,"When I try to search for any patient files created before last month, the screen just spins and then tells me the system can't talk to the main record storage.",Database,Database,0.398567,2,True
80,"When I try to pull up our old employee payroll records from earlier this year, the whole thing just spins and then gives me an error about not being able to reach the information storage area.",Database,Database,0.695724,1,True
81,"When I try to pull up our old vendor payment records from six months ago, the whole screen just freezes up and says it lost the connection to the place where all the historical numbers are kept.",Database,Database,0.622239,1,True
82,"When I try to run our annual budget report, the screen just spins for a really long time and then says the system lost its connection to where all the financial numbers are stored.",Database,Database,0.454031,2,True
83,"When I try to look up our regional sales numbers from last month, the screen just spins forever and eventually says it lost contact with the main record storage.",Database,Database,0.482509,2,True
84,"When I try to run our weekly transaction summary, it sits and loads forever before telling me the database is too busy to accept any more connections right now. Can someone look at why it's dropping everyone?",Database,Database,0.680107,1,True
85,"When I try to check our regional sales figures from last week, the system gives me a weird pop-up saying it's completely out of room for people to log in and look at the records.",Database,Database,0.438479,2,True
86,"When I try to run our monthly shipping report, it just sits there loading forever and eventually pops up a message saying the system is out of open connections for looking up records.",Database,Database,0.849514,1,True
87,"When I try to pull up our quarterly expense totals, it sits loading forever and then tells me the system ran out of open connections to handle the lookup.",Database,Database,0.670684,1,True
88,"When I try to run our end-of-month financial summary, it just sits and spins forever before popping up a message saying the system is completely out of open connections to handle the lookup.",Database,Database,0.719025,1,True
89,"When I try to run our weekly transaction summary, the screen just sits and loads forever before telling me the system has completely run out of open connections to talk to the stored records.",Database,Database,0.710474,1,True
90,"When I try to run our daily order report, the screen just spins for a really long time and then says the system lost its connection to where all the financial numbers are kept.",Database,Database,0.548263,1,True
91,"When I try to pull up our quarterly supply orders, it just sits and loads forever before giving me a message saying the system has run out of available connection slots.",Database,Database,0.617925,1,True
92,"When I try to run our weekly store inventory report, the screen just spins for a really long time and then says the system ran out of available connections to handle the lookup.",Database,Database,0.614549,1,True
93,"When I try to run our monthly customer ledger report, it just sits and spins forever before popping up a message saying the system is completely out of available connections.",Database,Database,0.75503,1,True
94,"The shared team folder we use for all our daily project files is taking forever to open today. Whenever I click into any of the subfolders, it just freezes up and takes several minutes just to show a list of documents.",Storage,Storage,0.249967,2,True
95,"The shared drive where we keep all our department spreadsheets has completely disappeared from my computer screen today. I tried restarting my laptop, but the network folder still won't show up anywhere.",Storage,Storage,0.379399,2,True
96,"I tried opening our team's shared drive this morning to grab some paperwork, but the folder icon is completely gone and I can't find it anywhere on my computer. Can someone help me get connected back to it?",Storage,Storage,0.595657,1,True
97,"I need to drop a bunch of heavy video files onto our department drive, but it stops halfway through and says there is no space left. Can someone check why the shared folder is completely full?",Storage,Storage,0.470441,2,True
98,"I tried opening our department's shared folder this morning to grab some client documents, but clicking on it just causes my screen to freeze and spin for minutes. It is taking way too long just to browse through our usual files.",Storage,Storage,0.355895,2,True
99,The shared folder where our region keeps all its contracts is suddenly showing every single file as read-only. None of us can make our necessary edits today.,Storage,Storage,0.609065,1,True
100,The shared team drive where we keep all our schedules won't open at all today and just makes my computer freeze up. I need to get in there to update the roster before noon.,Storage,Storage,0.233874,2,True
101,"The shared folder for our regional team has completely vanished from my desktop today. I tried looking for it everywhere, but it's like it just disappeared into thin air.",Storage,Storage,0.321137,2,True
102,"The shared folder where our team keeps all our client files has completely vanished from my desktop this morning. I've tried restarting my computer twice, but the network drive is still nowhere to be found.",Storage,Storage,0.751489,1,True
103,"I tried copying the new client videos over to our team shared drive, but it popped up saying the whole folder is completely out of room. We really need more space added to that drive so we can finish our uploads today.",Storage,Storage,0.349129,2,True
104,"The shared drive we use for all our team documents is acting really strange today because every time I try to open a subfolder, it takes ten minutes just to load or crashes completely. I need to get in there to update our weekly schedules.",Storage,Storage,0.254911,2,True
105,"The shared drive where our team keeps all our planning documents is suddenly acting completely frozen whenever I try to click into any of the folders. I need to get in there to update our weekly tracker, but it just spins and won't let me open anything.",Storage,Storage,0.320643,2,True
106,"I was trying to upload the latest batch of client photos to our team folder on the network, but it popped up with a warning saying the whole drive is totally out of space. Can someone look into clearing some room or expanding it so we can keep working?",Storage,Storage,0.271595,2,True
107,"I need to put a bunch of new training videos onto our team's shared network folder, but it won't let me finish copying them and says the whole drive is completely out of room. Can someone please look into getting us some more space on there?",Storage,Storage,0.348281,2,True
108,"I tried opening our department's shared network drive this morning, but it just sits there loading forever and eventually tells me the connection timed out. I really need to get in there to grab today's schedule.",Storage,Storage,0.432255,2,True
109,"I tried to save our quarterly budget sheet into the team's shared network folder, but a warning popped up saying the drive is completely out of room. Can someone look into getting us more space so we can finish uploading our files?",Storage,Storage,0.6272,1,True
110,"I attempted to drop our office archive files onto the team network drive, but it halted halfway and gave me an error about exceeding the storage limit. Could someone look at expanding our folder capacity so I can finish uploading?",Storage,Storage,0.732241,1,True
111,"I tried to open up our department folder on the network this morning to look at some old schedules, but it just sits there with the little loading wheel spinning forever before timing out. Nobody on our floor can get in to look at their documents right now.",Storage,Storage,0.250884,2,True
112,"I tried saving our monthly inventory spreadsheets to the department shared drive, but it popped up saying there is no room left to save anything. Can someone clear out some space or give us more room so we can finish our work?",Storage,Storage,0.241103,2,True
113,"The shared folder where my department keeps all our reference documents is taking an extremely long time to load today, and whenever I click into any of the folders, it just spins and freezes up my whole screen.",Storage,Storage,0.242821,2,True
114,"Ever since I moved my desk to the far corner of the marketing floor, my laptop won't hold onto the wireless signal and keeps kicking me off every few minutes. Everyone else around me seems to have a totally fine connection, but I can barely load my emails without it dropping out again.",Network,Network,0.227454,2,True
115,"I am working from home today and whenever I try to log into our secure remote connection tool, it just spins and spins before saying it cannot reach the server. My home internet is working fine for everything else, so I am not sure why it won't let me connect to work.",Network,Network,0.475852,2,True
116,"Whenever I try to pull up our main company pages from my desk today, the browser just sits there spinning forever until it says the address cannot be found. My internet at home works fine, but I can't reach anything on the work network right now.",Network,Network,0.296305,2,True
117,"I am trying to work from my kitchen table today, but the secure connection tool keeps getting stuck trying to reach the office network and eventually times out. My home internet is working fine for everything else, so I am not sure why it won't connect.",Network,Database,0.513995,1,False
118,"Ever since I sat down at my desk this morning, none of the web pages I try to open will load and they all end up saying the address can't be reached. My internet at home works fine, but here in the building I am totally cut off from everything.",Network,Network,0.210261,2,True
119,"Whenever I try to open any web pages from my desk today, the browser just sits there spinning for a few minutes before saying the address can't be found. My internet at home is working fine, but nothing on my computer will load since I got into the office this morning.",Network,Network,0.239268,2,True
120,"I am working from my hotel room today and every time I try to turn on the secure remote connection tool to reach the office files, it just sits there loading forever until it says the connection timed out. My internet here is working fine for everything else so I'm not sure what's going wrong.",Network,Network,0.411763,2,True
121,"I am working from my couch today and no matter what I try, the remote connection tool refuses to log me into the office network so I can get to my files. My home internet is working fine for everything else, but this keeps getting stuck trying to reach the login screen.",Network,Network,0.207647,2,True
122,"The wireless signal in the training room keeps cutting out completely every few minutes, which is making it impossible to show our slides to the new hires. Everyone else in the building seems to be working just fine.",Network,Network,0.22743,2,True
123,"Ever since I came into the office this morning, the wifi in our corner of the building keeps cutting out every ten minutes and dropping all my tabs. My colleague sitting right across from me is having the exact same issue while everyone else in the hallway seems fine.",Network,Network,0.256046,2,True
124,"Whenever I try to open any of our usual websites from my desk today, the browser just sits there spinning for a long time and then says the site can't be reached. My internet at home works fine, but here in the building nothing online will load.",Network,Network,0.224001,2,True
125,"Whenever I try to open any company websites from my desk this morning, the browser just sits there spinning for ages and then says it can't find the page. My internet at home was fine earlier, but here in the building nothing online will load for me at all.",Network,Application,0.232334,2,False
126,"I am working from a coffee shop today and whenever I turn on our secure remote connection tool to reach the office network, it just spins for a long time and says it cannot find the server.",Network,Network,0.33416,2,True
127,"Whenever I try to join our team's daily morning call from the conference room on the second floor, the audio cuts out constantly and people say I keep freezing. Everyone else sitting at their desks in the main open area seems to have no trouble at all.",Network,Database,0.234087,2,False
128,"Whenever I try to pull up our main company websites from my desk this afternoon, the browser just sits there spinning for ages and then says it can't find the page. My internet at home works fine, so it must be something wrong with the office connection.",Network,Database,0.296566,2,False
129,"I am trying to check our employee portal from my desk this morning, but the browser just sits there spinning and eventually says it can't find the page. My internet at home worked fine earlier, so I'm not sure what's going on here in the office.",Network,Application,0.316658,2,False
130,"Every time I try to open the company website from my desk today, it just loads forever before giving me an error saying the page doesn't exist. My internet at home is working fine for everything else, so I'm not sure what's going on.",Network,Application,0.428993,2,False
131,"I am working from my kitchen table today and whenever I turn on our secure remote connection tool to reach the office network, it just spins for a few minutes before saying it cannot reach the server. My home internet is working fine for everything else.",Network,Network,0.425587,2,True
132,"I am working from home today and no matter what I do, the remote connection tool to reach the office network just sits there loading forever until it fails. My home internet is working fine for everything else.",Network,Network,0.333127,2,True
133,"Whenever I try to bring up any of our internal work sites from my desk today, the browser just sits there loading forever until it tells me the page can't be found. Everyone else sitting near me is having the exact same trouble getting anywhere online.",Network,Application,0.282612,2,False
134,"I am trying to work from the local library today, but the program we use to securely connect back to the office network keeps timing out before it can get me in. My regular internet is working fine for looking up other websites, so I'm not sure why it won't reach our systems.",Network,Network,0.246779,2,True
135,"I'm trying to look at the regional sales documents in the team folder, but it keeps popping up a message saying access is denied. Can someone add me to the correct permission list so I can open those files?",Access Management,Storage,0.518373,1,False
136,I started working on the inventory team today and need to be added to the group chat and folder so I can see what everyone else is working on.,Access Management,Access Management,0.452935,2,True
137,"I tried to log into the payroll system this morning to check my hours, but it keeps telling me my account is locked because of too many tries. Could someone please unlock it for me?",Access Management,Application,0.345469,2,False
138,"I need to log into the employee benefits portal to update my direct deposit information, but my phone number changed last week and the verification code is going to my old number. Can someone help reset my multi-factor authentication so I can get back in?",Access Management,Access Management,0.6366,1,True
139,"I need to open our team's shared workspace to upload some documents, but it says I don't have the right permissions to view the contents. Could someone update my access so I can get in?",Access Management,Storage,0.43241,2,False
140,"I started helping out the accounting team with invoices this week, but when I try to open their secure folder it says my user profile isn't authorized. Could someone update my account so I can get in?",Access Management,Access Management,0.332767,2,True
141,"I need to get into the design team's digital asset library to download some logos, but when I click the link it says my login isn't recognized. Can someone hook me up with access?",Access Management,Access Management,0.400259,2,True
142,"I tried to log into my work account this morning to check my schedule, but it says my username doesn't work anymore since my name changed. Can someone update my profile so I can get back in?",Access Management,Access Management,0.225366,2,True
143,I got a new phone over the weekend and now the security app won't send the code to let me log into my email. Can someone help reset my verification method so I can check my messages?,Access Management,Access Management,0.347391,2,True
144,"I need to open up the archive folder for last year's projects, but the system says I don't have the right clearance to view those files. Could someone update my account so I can get in?",Access Management,Storage,0.349492,2,False
145,"I need to help out with the budgeting spreadsheets for the end of the quarter, but when I try to open the financial planning folder it tells me my account is restricted. Could someone please grant me access so I can view those documents?",Access Management,Storage,0.373406,2,False
146,"I need to get into the training portal to finish my mandatory yearly courses, but it keeps saying my account is locked out after I tried typing my old password. Could someone unlock me so I can get my modules done?",Access Management,Access Management,0.368332,2,True
147,I switched roles within the company this week and now I can't open the folder where we keep the customer feedback logs. Could someone update my account so I have permission to view those files?,Access Management,Access Management,0.281464,2,True
148,"I need to look up some records in our customer database for a client on the phone, but the system keeps saying my login credentials are invalid. Can someone reset my password so I can get back to work?",Access Management,Access Management,0.323969,2,True
149,"I need to look at some product designs in the creative team's digital folder, but when I click on it, the system says I am not on the approved list. Can someone add me to that folder so I can review the files?",Access Management,Storage,0.47152,2,False
150,"I need to open up our department's personnel records folder today to check some vacation dates, but it says my login isn't authorized for that section. Could someone please grant me access to view those files?",Access Management,Storage,0.250666,2,False
151,"I need to look at the new project planning documents in the development team's folder, but the system says I don't have permission to open it. Could someone update my account so I can view those files?",Access Management,Storage,0.276058,2,False
152,"I need to open up the logistics team's shipping schedule folder to check a delivery status, but it says my account doesn't have the right clearance. Could someone update my access so I can view it?",Access Management,Access Management,0.322571,2,True
153,I just got a new work phone yesterday and now the login app won't send the security text to let me into my email. Can someone help reset my verification device so I can get back to work?,Access Management,Access Management,0.309945,2,True
154,"I need to get into the company library of training videos for some onboarding modules this afternoon, but it keeps telling me my account isn't authorized to view that page. Could someone update my profile so I can get in?",Access Management,Access Management,0.240869,2,True
155,"I need to check some travel receipts in our project folder today, but it keeps giving me a message saying my user account is blocked from viewing it. Could someone fix my permissions so I can open the files?",Access Management,Access Management,0.319063,2,True
156,"I joined the quality assurance team this week and need to be added to our team's main document repository so I can read the testing guides. When I click the link now, it just gives me an error saying I don't have permission.",Access Management,Database,0.502558,1,False
157,"I need to look at the new vendor contracts in our department's archive, but it says my user profile isn't allowed to open those files. Could someone update my access so I can view the documents?",Access Management,Storage,0.430708,2,False
158,"I'm trying to open the document library for our regional projects, but it says my account doesn't have the required permissions to view the files. Could someone update my access so I can get in?",Access Management,Storage,0.246325,2,False
159,None of our shared company systems are working at all this morning because the main server running them has completely frozen up and run out of memory.,Infrastructure,Database,0.280277,2,False
160,"Our main server running all our shared tools completely froze up and stopped responding because it ran entirely out of memory, leaving everyone in the office unable to load anything.",Infrastructure,Database,0.351365,2,False
161,"The main shared computer we use to run our department applications has completely locked up and won't respond because it ran entirely out of memory, leaving everyone unable to get any work done.",Infrastructure,Storage,0.276408,2,False
162,"The main server running our shared tools won't start back up after we tried to restart it this morning, and now all our team platforms are completely offline.",Infrastructure,Infrastructure,0.244041,2,True
163,None of our shared team systems are working at all this morning because the main server running them has completely frozen up and run out of memory. Nobody can load anything right now.,Infrastructure,Database,0.359023,2,False
164,"The main computer running all our team software completely froze up and crashed because it ran out of memory, leaving everyone in the office unable to load any of our shared tools.",Infrastructure,Storage,0.24764,2,False
165,"I was looking at our public website just now and noticed that the main company logo has been replaced with a weird political message and a countdown timer. Nobody on our team made that change, and I'm worried our site got hacked.",Security,Security,0.288086,2,True
166,"When I try to run our weekly transaction summary, it sits and loads forever before telling me the system is completely out of available connections to handle the lookup.",Database,Database,0.700228,1,True
167,"When I try to run our monthly purchasing summary, it sits and loads forever before telling me the system is completely out of available connections to handle the request.",Database,Database,0.620221,1,True
168,"I tried to save our team's annual report onto the network folder, but it popped up saying the whole drive is completely full and won't let me finish. Could someone check on the space limit for us?",Storage,Storage,0.473684,2,True
169,"I tried to save our big presentation to the department network folder, but a message popped up saying the drive is completely out of space and won't let me finish. How can we get more room on there so I can upload these files?",Storage,Storage,0.52967,1,True
170,"I tried to drop our group's latest project recordings onto the office network drive, but it stopped midway and said there is no room left anywhere on the disk. Could someone please check what is filling it up or give us more space?",Storage,Storage,0.284651,2,True
171,"I tried to open up our team folder on the network this morning to grab some invoice templates, but it just sits there spinning and refuses to load anything. Could someone look into why it's acting so stuck?",Storage,Storage,0.215984,2,True
172,"I'm sitting in the back breakout room trying to research some vendor options, but none of the external websites will load at all and keep timing out. Everyone else on this side of the hall is having the exact same issue getting anywhere online.",Network,Network,0.297523,2,True
173,"Whenever I try to use the internet from the basement storage room today, web pages just spin forever before saying they can't be reached. My phone has great service down here, but my work laptop completely refuses to load anything.",Network,Network,0.222282,2,True
174,"Whenever I try to use the internet from the cafeteria during lunch, web pages just spin forever and eventually say the address can't be found. Everyone else sitting near me seems to be having the exact same issue getting online.",Network,Network,0.259572,2,True
